Vict Sex,Vict Descent,DATE OCC,AREA NAME,Vict Age,Vict Descent Desc,Vict Sex Desc,AREA RENT
2.0,3,2021-06-17,Pacific,49.0,White,Female,551.25
0.0,4,2022-11-25,Pacific,39.5674100496031,Unknown,Unknown,551.25
1.0,2,2022-02-08,West Valley,27.0,Other,Male,814.45
1.0,2,2020-11-28,N Hollywood,39.5674100496031,Other,Male,670.05
2.0,0,2021-04-30,77th Street,39.0,Black,Female,500.0
0.0,4,2022-07-27,Mission,39.5674100496031,Unknown,Unknown,1091.44
1.0,0,2020-04-21,Topanga,35.0,Black,Male,1203.31
2.0,0,2021-02-26,Wilshire,45.0,Black,Female,738.73
2.0,1,2022-10-01,Devonshire,37.0,Hispanic/Latin/Mexican,Female,1146.01
2.0,2,2020-04-03,Foothill,36.0,Other,Female,1326.65
2.0,0,2020-01-01,Rampart,28.0,Black,Female,775.66
1.0,3,2021-12-22,West Valley,57.0,White,Male,814.45
0.0,4,2022-12-22,West Valley,39.5674100496031,Unknown,Unknown,814.45
0.0,4,2020-12-10,West LA,39.5674100496031,Unknown,Unknown,1039.46
0.0,4,2021-09-08,Van Nuys,39.5674100496031,Unknown,Unknown,942.82
2.0,0,2022-10-29,77th Street,30.0,Black,Female,500.0
0.0,4,2020-04-16,Olympic,39.5674100496031,Unknown,Unknown,897.93
0.0,4,2022-10-22,Hollywood,39.5674100496031,Unknown,Unknown,578.81
1.0,1,2021-04-11,Central,41.0,Hispanic/Latin/Mexican,Male,525.0
1.0,1,2021-07-31,Van Nuys,52.0,Hispanic/Latin/Mexican,Male,942.82
2.0,1,2022-10-01,Newton,41.0,Hispanic/Latin/Mexican,Female,638.14
0.0,4,2021-05-22,Wilshire,39.5674100496031,Unknown,Unknown,738.73
1.0,1,2022-08-16,Olympic,58.0,Hispanic/Latin/Mexican,Male,897.93
0.0,4,2022-10-17,Wilshire,39.5674100496031,Unknown,Unknown,738.73
0.0,4,2021-07-09,Pacific,39.5674100496031,Unknown,Unknown,551.25
2.0,0,2021-09-17,Pacific,20.0,Black,Female,551.25
1.0,4,2020-03-16,Topanga,38.0,Unknown,Male,1203.31
2.0,1,2020-07-02,Devonshire,42.0,Hispanic/Latin/Mexican,Female,1146.01
1.0,3,2020-08-07,Wilshire,73.0,White,Male,738.73
2.0,1,2022-03-05,N Hollywood,43.0,Hispanic/Latin/Mexican,Female,670.05
2.0,0,2020-02-23,Southwest,49.0,Black,Female,607.75
1.0,0,2022-07-21,Topanga,35.0,Black,Male,1203.31
2.0,1,2020-06-25,Topanga,12.0,Hispanic/Latin/Mexican,Female,1203.31
2.0,1,2021-01-18,Pacific,52.0,Hispanic/Latin/Mexican,Female,551.25
1.0,3,2020-11-18,West LA,58.0,White,Male,1039.46
1.0,0,2021-08-28,77th Street,55.0,Black,Male,500.0
2.0,1,2020-05-29,77th Street,54.0,Hispanic/Latin/Mexican,Female,500.0
1.0,3,2022-02-11,Devonshire,37.0,White,Male,1146.01
1.0,1,2020-07-22,N Hollywood,25.0,Hispanic/Latin/Mexican,Male,670.05
1.0,1,2021-09-04,Northeast,61.0,Hispanic/Latin/Mexican,Male,989.97
0.0,4,2022-08-28,Harbor,39.5674100496031,Unknown,Unknown,855.17
0.0,4,2021-03-15,Hollywood,39.5674100496031,Unknown,Unknown,578.81
2.0,1,2022-03-08,Newton,52.0,Hispanic/Latin/Mexican,Female,638.14
1.0,1,2021-10-24,Southwest,31.0,Hispanic/Latin/Mexican,Male,607.75
1.0,1,2021-06-02,Mission,14.0,Hispanic/Latin/Mexican,Male,1091.44
2.0,1,2020-03-28,N Hollywood,27.0,Hispanic/Latin/Mexican,Female,670.05
2.0,3,2020-07-08,West LA,59.0,White,Female,1039.46
2.0,3,2022-01-17,N Hollywood,70.0,White,Female,670.05
2.0,3,2021-09-18,Van Nuys,49.0,White,Female,942.82
1.0,2,2020-01-11,Central,32.0,Other,Male,525.0
0.0,4,2021-09-16,Northeast,39.5674100496031,Unknown,Unknown,989.97
0.0,4,2022-10-19,Wilshire,39.5674100496031,Unknown,Unknown,738.73
0.0,4,2022-03-10,Olympic,39.5674100496031,Unknown,Unknown,897.93
0.0,4,2021-08-25,77th Street,39.5674100496031,Unknown,Unknown,500.0
2.0,1,2021-08-18,Pacific,26.0,Hispanic/Latin/Mexican,Female,551.25
0.0,4,2021-09-26,Central,39.5674100496031,Unknown,Unknown,525.0
1.0,2,2020-12-05,N Hollywood,39.5674100496031,Other,Male,670.05
1.0,2,2021-03-22,West Valley,30.0,Other,Male,814.45
1.0,3,2021-11-29,West Valley,39.5674100496031,White,Male,814.45
2.0,1,2021-07-14,Wilshire,38.0,Hispanic/Latin/Mexican,Female,738.73
1.0,1,2022-02-19,Mission,51.0,Hispanic/Latin/Mexican,Male,1091.44
1.0,1,2022-11-07,Devonshire,24.0,Hispanic/Latin/Mexican,Male,1146.01
2.0,1,2020-05-03,Mission,13.0,Hispanic/Latin/Mexican,Female,1091.44
2.0,1,2020-02-09,Foothill,52.0,Hispanic/Latin/Mexican,Female,1326.65
2.0,3,2020-04-25,Wilshire,27.0,White,Female,738.73
2.0,3,2022-12-02,Rampart,28.0,White,Female,775.66
1.0,1,2021-07-15,Olympic,39.5674100496031,Hispanic/Latin/Mexican,Male,897.93
1.0,1,2021-08-25,West LA,51.0,Hispanic/Latin/Mexican,Male,1039.46
2.0,3,2022-09-03,Central,32.0,White,Female,525.0
1.0,1,2022-03-24,Mission,40.0,Hispanic/Latin/Mexican,Male,1091.44
1.0,2,2021-10-17,Van Nuys,31.0,Other,Male,942.82
2.0,1,2021-12-19,Central,25.0,Hispanic/Latin/Mexican,Female,525.0
2.0,3,2022-06-15,Harbor,20.0,White,Female,855.17
0.0,4,2021-09-14,Wilshire,39.5674100496031,Unknown,Unknown,738.73
1.0,2,2021-03-25,N Hollywood,39.5674100496031,Other,Male,670.05
2.0,3,2022-11-11,Newton,39.0,White,Female,638.14
2.0,0,2020-02-13,Hollywood,42.0,Black,Female,578.81
2.0,1,2020-05-04,Southwest,24.0,Hispanic/Latin/Mexican,Female,607.75
2.0,0,2021-08-09,77th Street,36.0,Black,Female,500.0
2.0,1,2021-05-25,Devonshire,27.0,Hispanic/Latin/Mexican,Female,1146.01
2.0,0,2021-02-10,Central,30.0,Black,Female,525.0
0.0,4,2022-04-19,Van Nuys,39.5674100496031,Unknown,Unknown,942.82
1.0,2,2022-03-19,Topanga,59.0,Other,Male,1203.31
2.0,3,2021-07-11,Pacific,56.0,White,Female,551.25
1.0,3,2020-06-24,Pacific,56.0,White,Male,551.25
1.0,0,2022-06-02,Hollenbeck,30.0,Black,Male,1263.48
1.0,3,2021-12-19,Devonshire,33.0,White,Male,1146.01
2.0,3,2022-04-04,West LA,56.0,White,Female,1039.46
1.0,1,2020-12-14,Devonshire,22.0,Hispanic/Latin/Mexican,Male,1146.01
1.0,1,2022-04-16,West Valley,50.0,Hispanic/Latin/Mexican,Male,814.45
1.0,3,2022-05-09,Rampart,40.0,White,Male,775.66
0.0,4,2021-10-19,77th Street,39.5674100496031,Unknown,Unknown,500.0
1.0,3,2022-10-02,Rampart,35.0,White,Male,775.66
0.0,4,2021-11-14,Mission,39.5674100496031,Unknown,Unknown,1091.44
1.0,1,2020-02-27,Rampart,71.0,Hispanic/Latin/Mexican,Male,775.66
0.0,4,2021-05-03,Olympic,39.5674100496031,Unknown,Unknown,897.93
2.0,0,2022-03-31,Hollywood,27.0,Black,Female,578.81
0.0,4,2022-01-16,Olympic,39.5674100496031,Unknown,Unknown,897.93
1.0,1,2022-10-15,Northeast,17.0,Hispanic/Latin/Mexican,Male,989.97
2.0,3,2020-08-02,Hollywood,21.0,White,Female,578.81
1.0,0,2020-03-12,Hollywood,34.0,Black,Male,578.81
0.0,4,2022-08-01,77th Street,39.5674100496031,Unknown,Unknown,500.0
0.0,4,2022-02-03,Pacific,39.5674100496031,Unknown,Unknown,551.25
2.0,1,2021-01-24,N Hollywood,28.0,Hispanic/Latin/Mexican,Female,670.05
2.0,0,2021-06-20,77th Street,26.0,Black,Female,500.0
2.0,3,2021-04-17,Pacific,33.0,White,Female,551.25
2.0,1,2022-12-30,Foothill,35.0,Hispanic/Latin/Mexican,Female,1326.65
1.0,1,2021-01-17,Hollywood,29.0,Hispanic/Latin/Mexican,Male,578.81
1.0,1,2021-11-10,Rampart,70.0,Hispanic/Latin/Mexican,Male,775.66
1.0,2,2021-01-31,West Valley,29.0,Other,Male,814.45
1.0,3,2021-10-28,Van Nuys,29.0,White,Male,942.82
1.0,1,2021-10-17,Foothill,29.0,Hispanic/Latin/Mexican,Male,1326.65
1.0,1,2021-11-09,Central,28.0,Hispanic/Latin/Mexican,Male,525.0
1.0,2,2020-06-18,Topanga,18.0,Other,Male,1203.31
1.0,0,2022-08-17,Southeast,59.0,Black,Male,703.55
1.0,0,2022-01-27,Rampart,25.0,Black,Male,775.66
1.0,3,2021-07-23,West LA,46.0,White,Male,1039.46
1.0,2,2021-08-15,N Hollywood,39.5674100496031,Other,Male,670.05
1.0,0,2022-07-16,77th Street,19.0,Black,Male,500.0
2.0,0,2020-09-14,Southeast,23.0,Black,Female,703.55
0.0,4,2022-11-03,Olympic,39.5674100496031,Unknown,Unknown,897.93
1.0,1,2021-07-19,77th Street,65.0,Hispanic/Latin/Mexican,Male,500.0
0.0,4,2022-03-24,Van Nuys,39.5674100496031,Unknown,Unknown,942.82
1.0,3,2022-05-09,Topanga,57.0,White,Male,1203.31
2.0,0,2020-06-15,Pacific,55.0,Black,Female,551.25
0.0,4,2021-10-01,Central,39.5674100496031,Unknown,Unknown,525.0
0.0,4,2022-02-05,Van Nuys,39.5674100496031,Unknown,Unknown,942.82
2.0,1,2021-12-28,Olympic,35.0,Hispanic/Latin/Mexican,Female,897.93
0.0,4,2022-10-29,Topanga,39.5674100496031,Unknown,Unknown,1203.31
2.0,1,2021-08-04,Mission,42.0,Hispanic/Latin/Mexican,Female,1091.44
1.0,2,2022-10-08,Pacific,37.0,Other,Male,551.25
1.0,1,2020-07-20,Southwest,63.0,Hispanic/Latin/Mexican,Male,607.75
1.0,3,2021-08-01,Wilshire,63.0,White,Male,738.73
2.0,0,2022-08-01,N Hollywood,39.5674100496031,Black,Female,670.05
1.0,1,2020-03-22,Newton,41.0,Hispanic/Latin/Mexican,Male,638.14
2.0,1,2022-12-30,Hollenbeck,67.0,Hispanic/Latin/Mexican,Female,1263.48
1.0,4,2021-04-21,Topanga,22.0,Unknown,Male,1203.31
0.0,4,2021-12-02,Northeast,39.5674100496031,Unknown,Unknown,989.97
2.0,1,2021-02-14,Southeast,37.0,Hispanic/Latin/Mexican,Female,703.55
1.0,2,2020-08-13,Devonshire,39.5674100496031,Other,Male,1146.01
1.0,1,2022-12-17,Central,24.0,Hispanic/Latin/Mexican,Male,525.0
0.0,4,2020-03-25,Van Nuys,39.5674100496031,Unknown,Unknown,942.82
2.0,0,2022-07-18,Pacific,32.0,Black,Female,551.25
1.0,0,2020-11-17,Devonshire,32.0,Black,Male,1146.01
0.0,4,2022-07-20,77th Street,39.5674100496031,Unknown,Unknown,500.0
2.0,1,2021-02-21,Newton,43.0,Hispanic/Latin/Mexican,Female,638.14
0.0,4,2022-11-01,Hollywood,39.5674100496031,Unknown,Unknown,578.81
1.0,1,2022-01-12,Hollenbeck,37.0,Hispanic/Latin/Mexican,Male,1263.48
0.0,4,2022-03-08,Hollywood,39.5674100496031,Unknown,Unknown,578.81
1.0,3,2022-05-05,Hollywood,55.0,White,Male,578.81
0.0,4,2022-06-08,Central,39.5674100496031,Unknown,Unknown,525.0
2.0,1,2022-02-20,Mission,32.0,Hispanic/Latin/Mexican,Female,1091.44
2.0,0,2022-06-22,N Hollywood,40.0,Black,Female,670.05
2.0,1,2022-03-18,Mission,77.0,Hispanic/Latin/Mexican,Female,1091.44
2.0,2,2021-12-29,Pacific,34.0,Other,Female,551.25
0.0,4,2020-12-16,Olympic,39.5674100496031,Unknown,Unknown,897.93
2.0,3,2021-03-01,Harbor,36.0,White,Female,855.17
2.0,3,2022-02-21,Wilshire,50.0,White,Female,738.73
0.0,4,2020-05-12,Rampart,39.5674100496031,Unknown,Unknown,775.66
2.0,0,2020-08-20,Wilshire,44.0,Black,Female,738.73
1.0,3,2020-11-04,West Valley,31.0,White,Male,814.45
1.0,3,2021-04-23,Central,28.0,White,Male,525.0
1.0,0,2020-12-01,77th Street,38.0,Black,Male,500.0
1.0,1,2022-04-12,77th Street,36.0,Hispanic/Latin/Mexican,Male,500.0
1.0,2,2021-03-03,Central,60.0,Other,Male,525.0
1.0,3,2022-10-02,Pacific,34.0,White,Male,551.25
2.0,3,2020-07-23,West LA,34.0,White,Female,1039.46
2.0,1,2021-12-28,Pacific,56.0,Hispanic/Latin/Mexican,Female,551.25
1.0,1,2021-04-12,Foothill,31.0,Hispanic/Latin/Mexican,Male,1326.65
1.0,0,2020-08-22,Newton,29.0,Black,Male,638.14
1.0,1,2021-01-31,Southwest,28.0,Hispanic/Latin/Mexican,Male,607.75
2.0,1,2020-03-05,Mission,54.0,Hispanic/Latin/Mexican,Female,1091.44
2.0,0,2020-07-30,Rampart,20.0,Black,Female,775.66
2.0,3,2021-12-07,Hollenbeck,52.0,White,Female,1263.48
0.0,4,2022-06-02,N Hollywood,39.5674100496031,Unknown,Unknown,670.05
1.0,1,2020-02-02,Southeast,51.0,Hispanic/Latin/Mexican,Male,703.55
1.0,1,2021-09-28,Northeast,28.0,Hispanic/Latin/Mexican,Male,989.97
2.0,0,2020-07-25,Wilshire,78.0,Black,Female,738.73
2.0,3,2021-11-28,Hollywood,29.0,White,Female,578.81
2.0,3,2022-08-29,77th Street,53.0,White,Female,500.0
1.0,1,2022-10-08,77th Street,26.0,Hispanic/Latin/Mexican,Male,500.0
1.0,3,2020-07-26,Wilshire,30.0,White,Male,738.73
0.0,4,2022-05-23,Foothill,39.5674100496031,Unknown,Unknown,1326.65
1.0,3,2020-08-19,Hollywood,33.0,White,Male,578.81
2.0,0,2021-01-01,77th Street,20.0,Black,Female,500.0
0.0,4,2021-11-12,Mission,39.5674100496031,Unknown,Unknown,1091.44
0.0,4,2022-09-21,Devonshire,39.5674100496031,Unknown,Unknown,1146.01
2.0,1,2020-04-10,Hollenbeck,35.0,Hispanic/Latin/Mexican,Female,1263.48
2.0,0,2022-11-15,Pacific,56.0,Black,Female,551.25
1.0,0,2022-09-19,N Hollywood,31.0,Black,Male,670.05
2.0,1,2021-05-31,Hollenbeck,52.0,Hispanic/Latin/Mexican,Female,1263.48
2.0,1,2020-04-24,Newton,12.0,Hispanic/Latin/Mexican,Female,638.14
1.0,3,2022-11-28,West LA,53.0,White,Male,1039.46
2.0,0,2020-10-14,Van Nuys,27.0,Black,Female,942.82
1.0,1,2022-11-04,Central,27.0,Hispanic/Latin/Mexican,Male,525.0
1.0,0,2021-08-05,Central,62.0,Black,Male,525.0
2.0,3,2021-08-21,Hollenbeck,28.0,White,Female,1263.48
1.0,2,2022-07-23,N Hollywood,39.5674100496031,Other,Male,670.05
2.0,1,2022-07-09,Pacific,21.0,Hispanic/Latin/Mexican,Female,551.25
2.0,3,2021-04-11,West LA,50.0,White,Female,1039.46
1.0,3,2021-07-01,Hollywood,51.0,White,Male,578.81
1.0,3,2022-06-15,Hollenbeck,61.0,White,Male,1263.48
0.0,4,2022-12-28,Pacific,39.5674100496031,Unknown,Unknown,551.25
2.0,1,2022-12-22,Harbor,28.0,Hispanic/Latin/Mexican,Female,855.17
2.0,2,2021-04-08,West Valley,15.0,Other,Female,814.45
1.0,0,2020-12-26,Central,22.0,Black,Male,525.0
2.0,1,2021-12-08,N Hollywood,17.0,Hispanic/Latin/Mexican,Female,670.05
0.0,4,2022-01-24,Wilshire,39.5674100496031,Unknown,Unknown,738.73
1.0,4,2021-09-28,Topanga,41.0,Unknown,Male,1203.31
0.0,4,2022-04-08,Devonshire,39.5674100496031,Unknown,Unknown,1146.01
1.0,1,2021-01-12,Newton,19.0,Hispanic/Latin/Mexican,Male,638.14
1.0,1,2022-10-20,Rampart,39.5674100496031,Hispanic/Latin/Mexican,Male,775.66
2.0,1,2021-04-10,Foothill,30.0,Hispanic/Latin/Mexican,Female,1326.65
0.0,4,2022-02-02,Topanga,39.5674100496031,Unknown,Unknown,1203.31
0.0,4,2020-05-31,Wilshire,39.5674100496031,Unknown,Unknown,738.73
2.0,1,2020-03-11,Southeast,28.0,Hispanic/Latin/Mexican,Female,703.55
1.0,3,2021-11-26,Devonshire,39.0,White,Male,1146.01
2.0,0,2020-08-30,Newton,18.0,Black,Female,638.14
1.0,1,2020-08-12,Devonshire,46.0,Hispanic/Latin/Mexican,Male,1146.01
2.0,1,2020-04-15,Northeast,47.0,Hispanic/Latin/Mexican,Female,989.97
0.0,4,2020-03-16,West LA,39.5674100496031,Unknown,Unknown,1039.46
0.0,4,2022-09-11,Wilshire,39.5674100496031,Unknown,Unknown,738.73
1.0,1,2022-03-15,Newton,67.0,Hispanic/Latin/Mexican,Male,638.14
0.0,4,2020-12-12,Central,39.5674100496031,Unknown,Unknown,525.0
0.0,4,2022-01-09,Harbor,39.5674100496031,Unknown,Unknown,855.17
2.0,3,2021-09-13,Topanga,64.0,White,Female,1203.31
2.0,3,2020-09-10,Central,27.0,White,Female,525.0
2.0,1,2022-02-17,Northeast,28.0,Hispanic/Latin/Mexican,Female,989.97
1.0,4,2022-10-24,Topanga,35.0,Unknown,Male,1203.31
1.0,1,2022-05-30,Southeast,23.0,Hispanic/Latin/Mexican,Male,703.55
0.0,4,2021-12-08,West LA,39.5674100496031,Unknown,Unknown,1039.46
2.0,0,2020-02-11,Southwest,54.0,Black,Female,607.75
1.0,2,2021-02-11,Devonshire,63.0,Other,Male,1146.01
0.0,4,2021-07-22,Newton,39.5674100496031,Unknown,Unknown,638.14
0.0,4,2022-07-06,Rampart,39.5674100496031,Unknown,Unknown,775.66
1.0,1,2022-08-14,Van Nuys,33.0,Hispanic/Latin/Mexican,Male,942.82
0.0,4,2021-12-22,Hollywood,39.5674100496031,Unknown,Unknown,578.81
2.0,1,2021-07-26,Devonshire,26.0,Hispanic/Latin/Mexican,Female,1146.01
0.0,4,2021-01-08,Rampart,39.5674100496031,Unknown,Unknown,775.66
0.0,4,2020-09-21,Southeast,39.5674100496031,Unknown,Unknown,703.55
2.0,3,2020-03-20,Pacific,39.0,White,Female,551.25
2.0,1,2021-08-24,Hollywood,65.0,Hispanic/Latin/Mexican,Female,578.81
0.0,4,2021-10-05,Van Nuys,39.5674100496031,Unknown,Unknown,942.82
0.0,4,2021-07-27,Rampart,39.5674100496031,Unknown,Unknown,775.66
1.0,1,2021-09-10,Newton,38.0,Hispanic/Latin/Mexican,Male,638.14
1.0,4,2020-04-13,Topanga,35.0,Unknown,Male,1203.31
1.0,1,2020-05-15,Hollywood,30.0,Hispanic/Latin/Mexican,Male,578.81
2.0,1,2022-02-22,Foothill,27.0,Hispanic/Latin/Mexican,Female,1326.65
0.0,4,2020-10-13,77th Street,39.5674100496031,Unknown,Unknown,500.0
1.0,3,2022-01-06,Hollywood,58.0,White,Male,578.81
1.0,1,2020-08-14,Rampart,32.0,Hispanic/Latin/Mexican,Male,775.66
0.0,4,2021-12-30,West Valley,39.5674100496031,Unknown,Unknown,814.45
0.0,4,2021-02-17,Olympic,39.5674100496031,Unknown,Unknown,897.93
2.0,0,2021-03-11,Southwest,40.0,Black,Female,607.75
1.0,1,2022-09-05,Central,44.0,Hispanic/Latin/Mexican,Male,525.0
1.0,3,2020-08-09,Olympic,26.0,White,Male,897.93
1.0,1,2022-10-14,Southeast,32.0,Hispanic/Latin/Mexican,Male,703.55
2.0,3,2022-08-22,Southwest,20.0,White,Female,607.75
2.0,3,2021-07-14,West LA,62.0,White,Female,1039.46
0.0,4,2022-04-29,West Valley,39.5674100496031,Unknown,Unknown,814.45
0.0,4,2021-08-18,Wilshire,39.5674100496031,Unknown,Unknown,738.73
2.0,1,2021-09-26,Foothill,44.0,Hispanic/Latin/Mexican,Female,1326.65
2.0,3,2022-02-01,West LA,70.0,White,Female,1039.46
1.0,3,2020-11-22,Pacific,24.0,White,Male,551.25
1.0,3,2020-06-22,N Hollywood,30.0,White,Male,670.05
2.0,1,2021-08-09,West Valley,27.0,Hispanic/Latin/Mexican,Female,814.45
2.0,0,2020-06-25,Southeast,78.0,Black,Female,703.55
0.0,4,2020-08-01,Newton,39.5674100496031,Unknown,Unknown,638.14
1.0,1,2022-12-19,Topanga,5.0,Hispanic/Latin/Mexican,Male,1203.31
2.0,0,2022-12-05,Harbor,24.0,Black,Female,855.17
0.0,4,2021-09-19,Harbor,39.5674100496031,Unknown,Unknown,855.17
1.0,1,2021-03-21,Harbor,52.0,Hispanic/Latin/Mexican,Male,855.17
1.0,3,2021-09-15,Foothill,28.0,White,Male,1326.65
1.0,2,2022-04-01,West LA,39.5674100496031,Other,Male,1039.46
1.0,1,2020-10-24,Newton,21.0,Hispanic/Latin/Mexican,Male,638.14
1.0,0,2022-02-09,Hollywood,21.0,Black,Male,578.81
0.0,4,2022-01-10,77th Street,39.5674100496031,Unknown,Unknown,500.0
0.0,4,2020-06-27,Central,39.5674100496031,Unknown,Unknown,525.0
2.0,3,2021-12-04,Van Nuys,60.0,White,Female,942.82
2.0,1,2020-01-30,Newton,17.0,Hispanic/Latin/Mexican,Female,638.14
2.0,0,2020-03-26,Southwest,20.0,Black,Female,607.75
2.0,3,2021-06-03,Van Nuys,43.0,White,Female,942.82
2.0,1,2020-05-29,Central,39.5674100496031,Hispanic/Latin/Mexican,Female,525.0
1.0,3,2021-01-11,Pacific,38.0,White,Male,551.25
1.0,1,2021-11-21,Harbor,47.0,Hispanic/Latin/Mexican,Male,855.17
1.0,1,2022-01-06,Pacific,34.0,Hispanic/Latin/Mexican,Male,551.25
1.0,1,2020-06-28,Central,23.0,Hispanic/Latin/Mexican,Male,525.0
1.0,0,2021-08-15,Hollywood,28.0,Black,Male,578.81
0.0,4,2021-09-04,Pacific,39.5674100496031,Unknown,Unknown,551.25
2.0,2,2022-02-02,Mission,25.0,Other,Female,1091.44
2.0,2,2020-09-08,Van Nuys,64.0,Other,Female,942.82
1.0,0,2022-06-02,Olympic,63.0,Black,Male,897.93
0.0,4,2020-12-11,Southwest,12.0,Unknown,Unknown,607.75
0.0,4,2021-11-03,Olympic,39.5674100496031,Unknown,Unknown,897.93
2.0,3,2020-03-10,77th Street,74.0,White,Female,500.0
1.0,1,2021-06-12,Devonshire,34.0,Hispanic/Latin/Mexican,Male,1146.01
1.0,1,2021-03-18,Central,32.0,Hispanic/Latin/Mexican,Male,525.0
2.0,3,2021-08-10,Topanga,31.0,White,Female,1203.31
2.0,0,2022-03-04,Southeast,45.0,Black,Female,703.55
1.0,1,2021-09-12,Northeast,39.0,Hispanic/Latin/Mexican,Male,989.97
1.0,1,2022-09-13,Devonshire,51.0,Hispanic/Latin/Mexican,Male,1146.01
1.0,3,2020-06-03,Harbor,58.0,White,Male,855.17
0.0,4,2020-05-21,Newton,39.5674100496031,Unknown,Unknown,638.14
1.0,4,2022-02-04,Topanga,35.0,Unknown,Male,1203.31
2.0,3,2020-12-14,Hollywood,29.0,White,Female,578.81
2.0,1,2022-10-31,Harbor,21.0,Hispanic/Latin/Mexican,Female,855.17
1.0,0,2021-02-15,Van Nuys,32.0,Black,Male,942.82
2.0,1,2021-08-06,Hollywood,24.0,Hispanic/Latin/Mexican,Female,578.81
0.0,4,2021-06-05,Pacific,39.5674100496031,Unknown,Unknown,551.25
2.0,1,2021-10-21,Hollenbeck,42.0,Hispanic/Latin/Mexican,Female,1263.48
2.0,1,2022-09-27,Newton,31.0,Hispanic/Latin/Mexican,Female,638.14
1.0,3,2022-10-25,Pacific,36.0,White,Male,551.25
1.0,3,2022-10-25,Hollenbeck,57.0,White,Male,1263.48
2.0,1,2021-10-30,Mission,12.0,Hispanic/Latin/Mexican,Female,1091.44
2.0,3,2020-06-30,Northeast,38.0,White,Female,989.97
1.0,3,2022-07-30,Hollywood,68.0,White,Male,578.81
1.0,0,2020-04-26,Southeast,48.0,Black,Male,703.55
0.0,4,2020-10-31,Topanga,39.5674100496031,Unknown,Unknown,1203.31
1.0,0,2020-12-08,Central,32.0,Black,Male,525.0
1.0,3,2022-04-06,Topanga,14.0,White,Male,1203.31
2.0,1,2022-06-03,77th Street,18.0,Hispanic/Latin/Mexican,Female,500.0
1.0,1,2020-12-26,Rampart,38.0,Hispanic/Latin/Mexican,Male,775.66
1.0,1,2022-12-06,77th Street,34.0,Hispanic/Latin/Mexican,Male,500.0
2.0,3,2022-01-22,N Hollywood,26.0,White,Female,670.05
1.0,0,2022-11-13,77th Street,25.0,Black,Male,500.0
2.0,0,2022-09-13,Pacific,32.0,Black,Female,551.25
1.0,3,2020-02-02,Wilshire,38.0,White,Male,738.73
0.0,4,2020-04-18,Hollenbeck,39.5674100496031,Unknown,Unknown,1263.48
2.0,1,2022-09-01,Topanga,26.0,Hispanic/Latin/Mexican,Female,1203.31
0.0,4,2022-01-26,Hollywood,39.5674100496031,Unknown,Unknown,578.81
1.0,0,2020-11-30,77th Street,30.0,Black,Male,500.0
2.0,1,2020-02-16,Hollenbeck,50.0,Hispanic/Latin/Mexican,Female,1263.48
1.0,1,2021-03-28,Pacific,40.0,Hispanic/Latin/Mexican,Male,551.25
2.0,2,2021-11-14,Wilshire,46.0,Other,Female,738.73
2.0,0,2021-01-20,Pacific,22.0,Black,Female,551.25
2.0,2,2021-08-15,Topanga,43.0,Other,Female,1203.31
1.0,1,2022-08-27,Van Nuys,50.0,Hispanic/Latin/Mexican,Male,942.82
1.0,1,2022-12-18,Foothill,14.0,Hispanic/Latin/Mexican,Male,1326.65
1.0,4,2022-04-12,Hollenbeck,39.5674100496031,Unknown,Male,1263.48
0.0,4,2021-09-01,Devonshire,39.5674100496031,Unknown,Unknown,1146.01
1.0,3,2020-12-12,Wilshire,72.0,White,Male,738.73
2.0,3,2020-03-17,Olympic,23.0,White,Female,897.93
0.0,4,2022-10-29,Olympic,39.5674100496031,Unknown,Unknown,897.93
0.0,4,2022-10-26,Devonshire,39.5674100496031,Unknown,Unknown,1146.01
1.0,2,2020-11-15,Pacific,25.0,Other,Male,551.25
1.0,3,2020-05-08,Pacific,12.0,White,Male,551.25
1.0,3,2021-01-25,Hollywood,52.0,White,Male,578.81
1.0,3,2022-12-13,West LA,56.0,White,Male,1039.46
0.0,4,2022-03-25,Olympic,39.5674100496031,Unknown,Unknown,897.93
0.0,4,2020-02-05,Northeast,39.5674100496031,Unknown,Unknown,989.97
2.0,3,2022-12-06,N Hollywood,31.0,White,Female,670.05
1.0,0,2022-03-03,77th Street,45.0,Black,Male,500.0
1.0,1,2022-10-23,Newton,47.0,Hispanic/Latin/Mexican,Male,638.14
1.0,1,2022-08-23,Van Nuys,23.0,Hispanic/Latin/Mexican,Male,942.82
2.0,1,2022-08-27,Devonshire,23.0,Hispanic/Latin/Mexican,Female,1146.01
1.0,3,2021-01-29,Van Nuys,67.0,White,Male,942.82
1.0,1,2020-09-01,Foothill,46.0,Hispanic/Latin/Mexican,Male,1326.65
0.0,4,2020-11-12,Foothill,39.5674100496031,Unknown,Unknown,1326.65
1.0,1,2020-04-30,Harbor,58.0,Hispanic/Latin/Mexican,Male,855.17
1.0,1,2021-07-08,Olympic,23.0,Hispanic/Latin/Mexican,Male,897.93
1.0,3,2021-07-25,Van Nuys,55.0,White,Male,942.82
2.0,0,2021-03-02,Southeast,48.0,Black,Female,703.55
1.0,1,2022-12-19,Wilshire,28.0,Hispanic/Latin/Mexican,Male,738.73
1.0,3,2021-05-01,Northeast,36.0,White,Male,989.97
2.0,3,2021-11-24,77th Street,35.0,White,Female,500.0
1.0,3,2022-04-25,Pacific,47.0,White,Male,551.25
